l_orderkey	l_linenumber	l_quantity	l_extendedprice	c_custkey	o_orderstatus
454791	1	40.00	51771.60	1	F
454791	2	13.00	25011.61	1	F
579908	1	33.00	53513.13	1	O
3868359	1	36.00	48649.68	1	F
3868359	2	9.00	14891.76	1	F
3868359	3	32.00	54680.32	1	F
3868359	4	6.00	8732.16	1	F
4273923	1	28.00	33632.76	1	O
4273923	2	42.00	62015.52	1	O
4808192	1	26.00	47080.54	1	O
4808192	2	11.00	17529.27	1	O
5133509	1	28.00	36741.88	1	O
5133509	2	35.00	63199.50	1	O
5133509	3	12.00	23399.76	1	O
5133509	4	33.00	53713.77	1	O
l_extendedprice	l_linenumber	l_orderkey	c_name	c_address	c_custkey	o_orderstatus	c_comment
47000.50	3	5107332	Customer#000149617	,e94aLjXk6DDyEAlFp60q	149617	F	equests must have to wake. furiously even ideas cajole fu
5982.00	1	5121445	Customer#000149923	gKvVWoaM ZqupFEJcY7YQVkoPus 	149923	F	d courts print alongside of the closely pending frays; carefully ironic requests solve. blithely f
1773.74	2	5121445	Customer#000149923	gKvVWoaM ZqupFEJcY7YQVkoPus 	149923	F	d courts print alongside of the closely pending frays; carefully ironic requests solve. blithely f
1359.28	5	5132164	Customer#000149690	qo9YfiMBF29LlG2Hdjt3kuGw3NmxTV,	149690	F	eans integrate quickly across the fluffily ironic theodolit
32410.60	2	5132352	Customer#000149680	IzGN1wWDc akugOYOZ8GpIXB321LgE	149680	F	. final, regular instructions affix carefully foxes. furiously special pearls use above the regular, re
69236.64	3	5141959	Customer#000149677	tCrl17Lj7z13ZjkHu6b8,Zwir	149677	F	oss the even, regular foxes sleep furiously dolphins. furiously ironic pinto beans w
40373.47	5	5158337	Customer#000149635	1MrGZCSy80ssQX3T1YRsKdPk	149635	F	ously above the slyly close courts? quickly special instructions about the pending accounts haggle carefull
71362.37	4	5162150	Customer#000149657	W2peI9Fbju3p q,luG	149657	F	ests sleep slyly. silent instructions sublate furiously even deposits. slyly pending requests snooze 
34014.20	4	5200356	Customer#000149566	ydGCKPRG4s	149566	F	y. slyly final packages nag slyly after the fluffily regular theodolites. foxes nag quickly even pains. bold packag
49747.60	6	5251941	Customer#000149921	fb2qMVJhMGzkNCpjxJfv5ZB1rd7Sw3yC0EF	149921	F	across the carefully special ideas unwind carefully among
19505.40	1	5265315	Customer#000149834	m6zf1FVkaqZtRVd3uRQpgk9O	149834	F	furiously. fluffily express ideas affix c
18050.90	1	5291393	Customer#000149734	4YAPamT4rUC8BuQc uLQ0OJFdLthCgK3or	149734	F	express accounts. furiously ironic hockey players believe slyly unu
11892.84	4	5291393	Customer#000149734	4YAPamT4rUC8BuQc uLQ0OJFdLthCgK3or	149734	F	express accounts. furiously ironic hockey players believe slyly unu
74009.02	1	5335712	Customer#000149647	JEZDW6BYs6BW	149647	F	slyly regular hockey players after the blithely final packages are quickly quickly final instructions
37393.84	4	5335712	Customer#000149647	JEZDW6BYs6BW	149647	F	slyly regular hockey players after the blithely final packages are quickly quickly final instructions
21473.04	1	5422976	Customer#000149683	pp6HoBzP3ABlHueh5nduKF D6YBgQ80Hzs	149683	F	onic instructions. blithely express accounts wake blithely
29910.60	2	5422976	Customer#000149683	pp6HoBzP3ABlHueh5nduKF D6YBgQ80Hzs	149683	F	onic instructions. blithely express accounts wake blithely
25866.52	5	5422976	Customer#000149683	pp6HoBzP3ABlHueh5nduKF D6YBgQ80Hzs	149683	F	onic instructions. blithely express accounts wake blithely
12783.54	6	5422976	Customer#000149683	pp6HoBzP3ABlHueh5nduKF D6YBgQ80Hzs	149683	F	onic instructions. blithely express accounts wake blithely
8283.55	1	5429799	Customer#000149833	3bnZWhQjSQAJ8UfzgXyA4xsZVQjHN vbaiXZJ	149833	F	inal, ironic ideas poach ironic accounts. slyly careful foxes wake blithely acr
26070.18	1	5456673	Customer#000149954	2HLkZvVTYYrr4I	149954	F	ons are carefully regular deposits. accoun
51801.75	2	5460262	Customer#000149671	P6omo3IxkslyUuirr nL	149671	F	. express, even deposits after the slyly unusual requests detect along the carefully bold instructions.
39135.42	3	5460262	Customer#000149671	P6omo3IxkslyUuirr nL	149671	F	. express, even deposits after the slyly unusual requests detect along the carefully bold instructions.
50421.43	1	5474241	Customer#000149795	Ipbm7U07chIoU53uk4x16ipQi09	149795	F	y according to the blithely express requests. ironic ideas cajole furiousl
30216.24	2	5474241	Customer#000149795	Ipbm7U07chIoU53uk4x16ipQi09	149795	F	y according to the blithely express requests. ironic ideas cajole furiousl
38301.69	5	5474241	Customer#000149795	Ipbm7U07chIoU53uk4x16ipQi09	149795	F	y according to the blithely express requests. ironic ideas cajole furiousl
67466.62	1	5510150	Customer#000149563	dtMvJJpEPpqI	149563	F	ns. furiously close dependencies sleep against the 
42545.17	2	5840230	Customer#000149851	1K2GtcE7riP	149851	F	ould use. ironic, even pinto beans haggle slyly carefully final accounts. slyly ironic pinto beans haggle fluffil
31889.45	1	5874721	Customer#000149692	mbZ Fafi4jWJ8harmmcqBWm1xjQTH	149692	F	 blithely regular sheaves boost quickly acro
37392.30	1	5890822	Customer#000149690	qo9YfiMBF29LlG2Hdjt3kuGw3NmxTV,	149690	F	eans integrate quickly across the fluffily ironic theodolit
53010.56	3	5890822	Customer#000149690	qo9YfiMBF29LlG2Hdjt3kuGw3NmxTV,	149690	F	eans integrate quickly across the fluffily ironic theodolit
19428.00	4	5890822	Customer#000149690	qo9YfiMBF29LlG2Hdjt3kuGw3NmxTV,	149690	F	eans integrate quickly across the fluffily ironic theodolit
79676.00	7	5890822	Customer#000149690	qo9YfiMBF29LlG2Hdjt3kuGw3NmxTV,	149690	F	eans integrate quickly across the fluffily ironic theodolit
56184.32	1	5894881	Customer#000149888	rnvl5OSWveycTz 8UvV9W	149888	F	 furiously pending deposits was quickly furiously regular platelets. carefull
53162.06	2	5969795	Customer#000149662	DS,VE6XCq47eiJGGBRN7UNzxW d9,Ev	149662	F	 the ironic, ironic accounts eat carefully about the slyly e
8597.61	4	5969795	Customer#000149662	DS,VE6XCq47eiJGGBRN7UNzxW d9,Ev	149662	F	 the ironic, ironic accounts eat carefully about the slyly e
28222.41	2	5978631	Customer#000149735	cFbZl6vNCXrm1WPKQBvSUPBgdEX9442ThgvKe	149735	F	osits integrate slyly regular theodolites. deposits detect furiou
42944.16	4	5978631	Customer#000149735	cFbZl6vNCXrm1WPKQBvSUPBgdEX9442ThgvKe	149735	F	osits integrate slyly regular theodolites. deposits detect furiou
55669.88	7	5978631	Customer#000149735	cFbZl6vNCXrm1WPKQBvSUPBgdEX9442ThgvKe	149735	F	osits integrate slyly regular theodolites. deposits detect furiou
46668.44	3	5992224	Customer#000149800	NZTGZNUJ0TNA5t8xW2CeNMpNKewvf	149800	F	ly ironic deposits wake even theodolites. regular, bold instructions try to 
19001.78	2	5994276	Customer#000149945	dP8mvXZ3AJyn2U6gEIsHE0GmDvuPTpq	149945	F	ions integrate furiously after the regular escapades. 
5986.16	3	5994276	Customer#000149945	dP8mvXZ3AJyn2U6gEIsHE0GmDvuPTpq	149945	F	ions integrate furiously after the regular escapades. 
49910.04	4	5994276	Customer#000149945	dP8mvXZ3AJyn2U6gEIsHE0GmDvuPTpq	149945	F	ions integrate furiously after the regular escapades. 
12072.76	1	13572	Customer#000149792	PWrE,GgRBqcX	149792	F	 the blithely bold depths kindle thinly ironic pearls. blithely special req
34278.72	2	21410	Customer#000149929	BWCs7Q0fVIcUxXn9HKD	149929	F	nst the even, silent theodolites haggle abo
34696.42	2	38661	Customer#000149965	0sO4zG8Yv2K	149965	F	riously. final, bold accounts use fluffily above the sly, unus
9017.89	6	38661	Customer#000149965	0sO4zG8Yv2K	149965	F	riously. final, bold accounts use fluffily above the sly, unus
2895.06	1	48326	Customer#000149890	I53MLT9cywhdNANSfUzwJ	149890	F	he special ideas. regular, special packages sleep carefully. even requests
10993.50	4	55618	Customer#000149755	pPc4gBGe2,T2otyy	149755	F	fully bold excuses affix against the furiously silent theodolites. regularly pending somas engage furiously. b
29195.05	5	55618	Customer#000149755	pPc4gBGe2,T2otyy	149755	F	fully bold excuses affix against the furiously silent theodolites. regularly pending somas engage furiously. b
24488.20	1	57346	Customer#000149770	v7MuzpzzP b,v AvG5ck10tCNSCHLmC4	149770	F	s nag against the special theodolites. blithely even dep
10154.24	6	89926	Customer#000149953	D8AKjiyT0P59LZjLAuk4xy7IttZQmOsk	149953	F	ccounts unwind carefully regula
14594.76	1	141152	Customer#000149650	ZnXTBhCUROt8Rjm9y HQn	149650	F	 to the even deposits. ironic requests use. qu
11387.10	4	141152	Customer#000149650	ZnXTBhCUROt8Rjm9y HQn	149650	F	 to the even deposits. ironic requests use. qu
61696.80	5	141152	Customer#000149650	ZnXTBhCUROt8Rjm9y HQn	149650	F	 to the even deposits. ironic requests use. qu
61025.63	1	167490	Customer#000149876	WlgEK6kF2WvE2RSbWrMgxxcsBoENsRK6dT2gzxUQ	149876	F	. furiously pending dependencies affix above the slyly expre
28264.88	2	167490	Customer#000149876	WlgEK6kF2WvE2RSbWrMgxxcsBoENsRK6dT2gzxUQ	149876	F	. furiously pending dependencies affix above the slyly expre
21260.40	4	170567	Customer#000149788	FbAIEAhl,0Z6SGSKN	149788	F	arhorses wake. carefully ironic 
95420.16	1	208165	Customer#000149828	o2Sp8hSc4,	149828	F	lyly carefully express accounts. even pinto beans hang. furiously ironic dependenci
1108.04	3	208165	Customer#000149828	o2Sp8hSc4,	149828	F	lyly carefully express accounts. even pinto beans hang. furiously ironic dependenci
74636.82	4	208165	Customer#000149828	o2Sp8hSc4,	149828	F	lyly carefully express accounts. even pinto beans hang. furiously ironic dependenci
28228.80	1	226209	Customer#000149852	nwlZBG4 1X3L6DZ1x	149852	F	ithe attainments. ironic, silent platelet
21396.32	2	226209	Customer#000149852	nwlZBG4 1X3L6DZ1x	149852	F	ithe attainments. ironic, silent platelet
29539.88	4	226209	Customer#000149852	nwlZBG4 1X3L6DZ1x	149852	F	ithe attainments. ironic, silent platelet
65601.23	5	226209	Customer#000149852	nwlZBG4 1X3L6DZ1x	149852	F	ithe attainments. ironic, silent platelet
3313.22	1	297349	Customer#000149854	PVQnsB BgUlEj1SoS9eTGKH0dBspBN	149854	F	quests. quickly final ideas hinder fluf
49085.60	1	353542	Customer#000149855	zyj0PJXkbXdclF2NDOyV,joBayk V aQaog	149855	F	carefully even foxes haggle sly
38881.26	4	353542	Customer#000149855	zyj0PJXkbXdclF2NDOyV,joBayk V aQaog	149855	F	carefully even foxes haggle sly
54955.87	5	353542	Customer#000149855	zyj0PJXkbXdclF2NDOyV,joBayk V aQaog	149855	F	carefully even foxes haggle sly
42100.20	1	385633	Customer#000149711	pi61GcT6qIbMc4zm4	149711	F	s. regular requests haggle blithely slyly unusual instructions. slyly final asymptotes wake carefully across th
19577.04	3	387462	Customer#000149839	9DkK3SnSh0OEo j	149839	F	ts haggle fluffily. idly ironic deposits x-ray above the carefully final acco
27075.36	4	387462	Customer#000149839	9DkK3SnSh0OEo j	149839	F	ts haggle fluffily. idly ironic deposits x-ray above the carefully final acco
37666.87	3	394147	Customer#000149777	u 7TLYvSbxYcCrOpdVjoPehrkjw7a5S LTzRIus	149777	F	ial foxes eat busily. fluffily even packages about the express accounts run furiously unusual
15171.84	2	448960	Customer#000149924	iAo87jA KFZPYKNCFwliN6i	149924	F	ect express, ironic ideas. caref
43018.00	3	448960	Customer#000149924	iAo87jA KFZPYKNCFwliN6i	149924	F	ect express, ironic ideas. caref
61214.72	4	448960	Customer#000149924	iAo87jA KFZPYKNCFwliN6i	149924	F	ect express, ironic ideas. caref
38120.60	1	493703	Customer#000149641	pcVj6U2anm1JUerTUv	149641	F	xpress asymptotes cajole carefully 
21983.00	5	493703	Customer#000149641	pcVj6U2anm1JUerTUv	149641	F	xpress asymptotes cajole carefully 
33192.60	2	507168	Customer#000149978	MqB1kEvYfLGC,t	149978	F	ggle. furiously brave requests sleep according to the final foxes. carefully regular escapades need to ca
14158.00	3	560768	Customer#000149887	Q49j6D0fPc4sEhEQK7ppOPt1	149887	F	ously along the fluffily regular excuses. furiously unusual forges must sleep s
29995.56	2	587200	Customer#000149624	6qNtvCnvw7TeKdATpD	149624	F	ding instructions lose furiously about the furiously final multiplier
13290.97	3	587200	Customer#000149624	6qNtvCnvw7TeKdATpD	149624	F	ding instructions lose furiously about the furiously final multiplier
37819.20	4	587200	Customer#000149624	6qNtvCnvw7TeKdATpD	149624	F	ding instructions lose furiously about the furiously final multiplier
55618.43	6	587200	Customer#000149624	6qNtvCnvw7TeKdATpD	149624	F	ding instructions lose furiously about the furiously final multiplier
48905.85	1	612389	Customer#000149566	ydGCKPRG4s	149566	F	y. slyly final packages nag slyly after the fluffily regular theodolites. foxes nag quickly even pains. bold packag
9801.04	3	612389	Customer#000149566	ydGCKPRG4s	149566	F	y. slyly final packages nag slyly after the fluffily regular theodolites. foxes nag quickly even pains. bold packag
11260.86	4	612389	Customer#000149566	ydGCKPRG4s	149566	F	y. slyly final packages nag slyly after the fluffily regular theodolites. foxes nag quickly even pains. bold packag
6257.94	1	617250	Customer#000149818	x9JI5y13NE9q6Tl4rUq,gRMtLU3tds1xA	149818	F	le blithely. pending requests use ironic packages. slyly regular ideas are. blithely even deposits boost furiou
63288.28	2	617250	Customer#000149818	x9JI5y13NE9q6Tl4rUq,gRMtLU3tds1xA	149818	F	le blithely. pending requests use ironic packages. slyly regular ideas are. blithely even deposits boost furiou
67738.00	1	661056	Customer#000149633	2cTKsVoucxR r0jC4C9mC4DOQ 5gw8NW	149633	F	eans sleep carefully. unusual, careful foxes cajole slyly. regular theodolites against the regular, bold instruction
11971.76	2	715746	Customer#000149752	HSZzUCRhjol	149752	F	eodolites haggle about the daringly unusual accounts. thinly un
37635.20	1	781574	Customer#000149818	x9JI5y13NE9q6Tl4rUq,gRMtLU3tds1xA	149818	F	le blithely. pending requests use ironic packages. slyly regular ideas are. blithely even deposits boost furiou
97017.55	3	781574	Customer#000149818	x9JI5y13NE9q6Tl4rUq,gRMtLU3tds1xA	149818	F	le blithely. pending requests use ironic packages. slyly regular ideas are. blithely even deposits boost furiou
60252.72	6	781574	Customer#000149818	x9JI5y13NE9q6Tl4rUq,gRMtLU3tds1xA	149818	F	le blithely. pending requests use ironic packages. slyly regular ideas are. blithely even deposits boost furiou
66368.50	2	881222	Customer#000149578	Feh,ay7s5IWaYqKEBXQ	149578	F	aters! special dolphins cajole. quickly final accounts cajole carefully express asymptotes. 
41684.28	3	899879	Customer#000149905	Co5f9rU,eoAcYIaXnJxFdudpZE R	149905	F	bold packages are slyly across the slyly final accounts. regular ideas across the
29402.51	5	907138	Customer#000149797	ge0AlrMqtDSQAx5z6xoTI1ZsJrHL UipxK	149797	F	ent accounts. quickly careful frays 
41587.00	6	924800	Customer#000149656	TFd3NdTOVEDLGdjwXHuJhg1I0dri JSbz	149656	F	ray. regular, silent dolphins wake beyond t
8456.84	2	985380	Customer#000149902	,nCqPl69qU,zqb0aKrHQFiVCCiuRXxlb95	149902	F	eep fluffily across the pinto beans. pinto beans are ruthlessly! regular epitaphs above the silent, regular 
56358.74	3	989891	Customer#000149791	cxM7zMn,seevT5vJebQ1vi4oO0MheQBtorTlj	149791	F	platelets haggle furiously alongside of the final, pending deposits. blithely final requests
36493.18	5	518080	Customer#000149945	dP8mvXZ3AJyn2U6gEIsHE0GmDvuPTpq	149945	F	ions integrate furiously after the regular escapades. 
77960.22	6	518080	Customer#000149945	dP8mvXZ3AJyn2U6gEIsHE0GmDvuPTpq	149945	F	ions integrate furiously after the regular escapades. 
67563.90	1	519877	Customer#000149521	8SNhPyVC3I cUBixxe	149521	F	foxes. final, even instructions haggle against the idle accounts. carefully ironic packages wake furiously. quickly 
68377.62	1	539620	Customer#000149890	I53MLT9cywhdNANSfUzwJ	149890	F	he special ideas. regular, special packages sleep carefully. even requests
43728.00	1	654051	Customer#000149737	uJMnZY4y3mPl,EUHYTT16GbS2WOtqEDsIaA2iQ	149737	F	 regular instructions doze. packages promise slyly. accounts haggle furiously ironic p
65976.24	2	654051	Customer#000149737	uJMnZY4y3mPl,EUHYTT16GbS2WOtqEDsIaA2iQ	149737	F	 regular instructions doze. packages promise slyly. accounts haggle furiously ironic p
44364.70	4	654051	Customer#000149737	uJMnZY4y3mPl,EUHYTT16GbS2WOtqEDsIaA2iQ	149737	F	 regular instructions doze. packages promise slyly. accounts haggle furiously ironic p
28784.70	2	709347	Customer#000149605	rGZOefnUgP5c481L	149605	F	iously regular multipliers wake quickly theodolites. final theodolites nag at the fluffily silent theod
79368.97	1	741473	Customer#000149653	qdU7c7UG0IkRx6fTpXyWH	149653	F	le carefully. slyly even accounts x-ray slyly even asymptotes. furi
20228.04	2	768610	Customer#000149917	0eGzREeEFiGg0MXA5qWD	149917	F	ual excuses along the furiously special deposits sleep
53872.32	4	768610	Customer#000149917	0eGzREeEFiGg0MXA5qWD	149917	F	ual excuses along the furiously special deposits sleep
12011.52	6	768610	Customer#000149917	0eGzREeEFiGg0MXA5qWD	149917	F	ual excuses along the furiously special deposits sleep
46329.50	1	807298	Customer#000149561	2dD8PUKQQ57CKQYRq7F	149561	F	nic pinto beans alongside of the final requests wake furiously ideas. regular accounts hag
42991.92	2	807298	Customer#000149561	2dD8PUKQQ57CKQYRq7F	149561	F	nic pinto beans alongside of the final requests wake furiously ideas. regular accounts hag
14073.90	5	816898	Customer#000149677	tCrl17Lj7z13ZjkHu6b8,Zwir	149677	F	oss the even, regular foxes sleep furiously dolphins. furiously ironic pinto beans w
46324.30	1	838370	Customer#000149515	oir4S07PpGLBp3	149515	F	al accounts against the pending hockey players wake carefully final dependencies. final, express deposits along the
21727.35	2	940103	Customer#000149701	fjHkrVXIYmSbiJExCAEUNVElo7faOuS	149701	F	ular packages. carefully ironic dependencies across the regularly final requests sleep carefully along the ca
45433.80	5	940103	Customer#000149701	fjHkrVXIYmSbiJExCAEUNVElo7faOuS	149701	F	ular packages. carefully ironic dependencies across the regularly final requests sleep carefully along the ca
54576.60	3	947842	Customer#000149677	tCrl17Lj7z13ZjkHu6b8,Zwir	149677	F	oss the even, regular foxes sleep furiously dolphins. furiously ironic pinto beans w
58521.92	1	1003780	Customer#000149618	gr68MX rf64i,iZYkwDH9Pr11	149618	F	ackages. furiously ironic packages haggle quickly about the instructions. regular, final ideas haggle fluffily a
58909.44	1	1013857	Customer#000149731	3hUoP1jGBQ,icP,Jqb9zyCil,3d9cLqJ055FM	149731	F	eodolites wake final, pending requests. final platelets wake. carefully unusual pearls sleep. even requests are
41487.12	2	1013857	Customer#000149731	3hUoP1jGBQ,icP,Jqb9zyCil,3d9cLqJ055FM	149731	F	eodolites wake final, pending requests. final platelets wake. carefully unusual pearls sleep. even requests are
39477.99	4	1013857	Customer#000149731	3hUoP1jGBQ,icP,Jqb9zyCil,3d9cLqJ055FM	149731	F	eodolites wake final, pending requests. final platelets wake. carefully unusual pearls sleep. even requests are
19754.57	1	1074500	Customer#000149620	3ezpMAkWKHLlm3uCFDv1yCbLqk5UVyf	149620	F	eposits x-ray final asymptotes. fu
44576.64	1	3531398	Customer#000149882	sPUnqTnTgW7B34eQhbcbF5OAF	149882	F	lly special theodolites. furiously eve
33692.20	1	3557408	Customer#000149995	PvEhdlAtDlAjNLPc,LFSenxB,Jso3tmHs9	149995	F	st the silent platelets. busily even deposits ought
63071.80	3	3645282	Customer#000149525	5OS1IQW3 6uAi5DWPFj5fRGjL	149525	F	 the slyly express packages. carefully regular 
22672.95	2	3739207	Customer#000149770	v7MuzpzzP b,v AvG5ck10tCNSCHLmC4	149770	F	s nag against the special theodolites. blithely even dep
63749.52	1	3739365	Customer#000149669	FEUXeZKD7r8SbuNQRRXkGXPE	149669	F	nts; final accounts believe alongside of the final, unusual packages. ideas sleep blithel
44313.32	2	3739365	Customer#000149669	FEUXeZKD7r8SbuNQRRXkGXPE	149669	F	nts; final accounts believe alongside of the final, unusual packages. ideas sleep blithel
48625.17	4	3743971	Customer#000149677	tCrl17Lj7z13ZjkHu6b8,Zwir	149677	F	oss the even, regular foxes sleep furiously dolphins. furiously ironic pinto beans w
1530.47	1	3798375	Customer#000149689	6ZtteJLpEswS7HX	149689	F	ual dependencies cajole. carefully express platelets haggle carefull
57926.46	2	3798375	Customer#000149689	6ZtteJLpEswS7HX	149689	F	ual dependencies cajole. carefully express platelets haggle carefull
6030.32	4	3798375	Customer#000149689	6ZtteJLpEswS7HX	149689	F	ual dependencies cajole. carefully express platelets haggle carefull
24668.84	1	3863173	Customer#000149947	q2lfER7DtTtBzjHZt4F	149947	F	regular asymptotes. frays boost. blithely ironic accounts boost carefully fluffily even requests. quickly f
76683.79	4	3863173	Customer#000149947	q2lfER7DtTtBzjHZt4F	149947	F	regular asymptotes. frays boost. blithely ironic accounts boost carefully fluffily even requests. quickly f
55496.34	2	3868039	Customer#000149524	56OL3bcYU37u	149524	F	rding to the bold, ironic requests. ironic packages around the final, unusual pi
27750.50	1	3885190	Customer#000149549	 4fbzwbPyrJQRP	149549	F	ly according to the furiously express requests. final theodolites sleep quickly. regular, bo
42007.42	2	3919330	Customer#000149989	0uSL 8qBRsNylw6e,sUlSrqGy497GR0z	149989	F	pendencies above the furiously silent deposits affix blithely according to the furiously bold requests. 
36963.00	7	3919330	Customer#000149989	0uSL 8qBRsNylw6e,sUlSrqGy497GR0z	149989	F	pendencies above the furiously silent deposits affix blithely according to the furiously bold requests. 
21987.00	1	3968903	Customer#000149713	AP2i,NrWyropUAM5gR3nLUPrOviExgcBMxOK,yCF	149713	F	ronic accounts. carefully unusual deposit
4997.28	2	3968903	Customer#000149713	AP2i,NrWyropUAM5gR3nLUPrOviExgcBMxOK,yCF	149713	F	ronic accounts. carefully unusual deposit
13723.00	4	3968903	Customer#000149713	AP2i,NrWyropUAM5gR3nLUPrOviExgcBMxOK,yCF	149713	F	ronic accounts. carefully unusual deposit
59000.98	1	4050403	Customer#000149923	gKvVWoaM ZqupFEJcY7YQVkoPus 	149923	F	d courts print alongside of the closely pending frays; carefully ironic requests solve. blithely f
59020.73	3	4072484	Customer#000149524	56OL3bcYU37u	149524	F	rding to the bold, ironic requests. ironic packages around the final, unusual pi
35040.64	4	4072484	Customer#000149524	56OL3bcYU37u	149524	F	rding to the bold, ironic requests. ironic packages around the final, unusual pi
27788.46	1	4115651	Customer#000149933	ocRzB9WDHf6i,Jjz7AHop t7z,AZAX	149933	F	anently pending accounts. ironically furious requests sleep furi
36355.40	5	4154912	Customer#000149815	uE H1a22cwQe3FScKFR3WXbh9GUEp0K8	149815	F	ic foxes wake quickly unusual foxes. even, regular 
84413.70	1	4175650	Customer#000149876	WlgEK6kF2WvE2RSbWrMgxxcsBoENsRK6dT2gzxUQ	149876	F	. furiously pending dependencies affix above the slyly expre
10330.44	3	4175650	Customer#000149876	WlgEK6kF2WvE2RSbWrMgxxcsBoENsRK6dT2gzxUQ	149876	F	. furiously pending dependencies affix above the slyly expre
24569.22	4	4175650	Customer#000149876	WlgEK6kF2WvE2RSbWrMgxxcsBoENsRK6dT2gzxUQ	149876	F	. furiously pending dependencies affix above the slyly expre
35564.20	4	4182501	Customer#000149572	h5khsMBKL68lEAFYWE84nlYXXu	149572	F	pecial pinto beans. thinly special deposits wake according to the furiously re
62176.32	1	1057314	Customer#000149507	8v38BOTxbdQL8LeZ5bd3Ls8sTLMQJ	149507	F	ve the carefully final foxes. deposits against the pending accounts use qui
50419.80	4	1057314	Customer#000149507	8v38BOTxbdQL8LeZ5bd3Ls8sTLMQJ	149507	F	ve the carefully final foxes. deposits against the pending accounts use qui
53143.16	1	1072192	Customer#000149771	WYMNJFIWvpCxhVgaDf	149771	F	y pending warthogs cajole slyly requests. furiously unusual packages x-ray carefully furiously express deposits. bl
36431.64	3	1072192	Customer#000149771	WYMNJFIWvpCxhVgaDf	149771	F	y pending warthogs cajole slyly requests. furiously unusual packages x-ray carefully furiously express deposits. bl
66048.78	4	1072192	Customer#000149771	WYMNJFIWvpCxhVgaDf	149771	F	y pending warthogs cajole slyly requests. furiously unusual packages x-ray carefully furiously express deposits. bl
96479.53	1	1092903	Customer#000149960	YgjBgDu5dVcbGp2XY4p Wu CQF2PtFrS dWl6kc	149960	F	at the regular accounts. blithely pending accounts under the slyly re
53616.40	1	1095654	Customer#000149671	P6omo3IxkslyUuirr nL	149671	F	. express, even deposits after the slyly unusual requests detect along the carefully bold instructions.
24268.86	1	1112038	Customer#000149740	A8I69WWAR,F	149740	F	s accounts nag carefully deposits. express, final requests are regularly. furiously pending dolphins use quickly: 
11063.40	2	1175331	Customer#000149644	QyUpk KAmt cFhn6G5wuDHPMXNQN503n5FMq	149644	F	 accounts sleep along the furiously 
17188.05	1	1256772	Customer#000149851	1K2GtcE7riP	149851	F	ould use. ironic, even pinto beans haggle slyly carefully final accounts. slyly ironic pinto beans haggle fluffil
49542.00	6	1256772	Customer#000149851	1K2GtcE7riP	149851	F	ould use. ironic, even pinto beans haggle slyly carefully final accounts. slyly ironic pinto beans haggle fluffil
77562.11	3	1374371	Customer#000149672	Dj3HtHzjorpEYSb0RXtlsv5lHJ92llcP2D6C5lW	149672	F	luffily furiously special frets. carefully express theodolites use slyly a
37080.96	1	1521120	Customer#000149899	dm1C7fXGioHQlhjLm2ZJ1MxsAQ3cCB	149899	F	ut the carefully ironic packages integrate slyly even foxes. final foxes against the carefully bold ideas haggl
76360.44	2	1521120	Customer#000149899	dm1C7fXGioHQlhjLm2ZJ1MxsAQ3cCB	149899	F	ut the carefully ironic packages integrate slyly even foxes. final foxes against the carefully bold ideas haggl
41999.18	2	1560034	Customer#000149998	NaDi,1fCNPDTntnVUjGyUJ8TrlIeYNK7v	149998	F	 ideas cajole slyly around the even, pending foxes. carefully thin theodolites run beneath the final se
50096.76	1	1627270	Customer#000149803	v2dE uv4v0,Xxkv3Ziw8,jyl	149803	F	ach regular hockey players. blithely pending theodolites against the slyly special requests
31959.49	3	1627270	Customer#000149803	v2dE uv4v0,Xxkv3Ziw8,jyl	149803	F	ach regular hockey players. blithely pending theodolites against the slyly special requests
7422.70	2	1687555	Customer#000149618	gr68MX rf64i,iZYkwDH9Pr11	149618	F	ackages. furiously ironic packages haggle quickly about the instructions. regular, final ideas haggle fluffily a
8072.56	4	1687555	Customer#000149618	gr68MX rf64i,iZYkwDH9Pr11	149618	F	ackages. furiously ironic packages haggle quickly about the instructions. regular, final ideas haggle fluffily a
51256.02	5	1687555	Customer#000149618	gr68MX rf64i,iZYkwDH9Pr11	149618	F	ackages. furiously ironic packages haggle quickly about the instructions. regular, final ideas haggle fluffily a
3297.00	2	5617474	Customer#000149866	dtmbs8PbRDoM oIsKxwgE0KXd0Adt83MIoKL	149866	F	unts sleep quickly about the instructions. silently ir
65007.14	3	5665350	Customer#000149851	1K2GtcE7riP	149851	F	ould use. ironic, even pinto beans haggle slyly carefully final accounts. slyly ironic pinto beans haggle fluffil
19625.40	1	5709927	Customer#000149581	MjMK3XEUYQ,ROKi YF	149581	F	 sleep furiously quickly ironic dependenc
38243.76	4	5709927	Customer#000149581	MjMK3XEUYQ,ROKi YF	149581	F	 sleep furiously quickly ironic dependenc
63574.22	5	5770471	Customer#000149900	xbPli9BTUuiZ YNfevT8MgffFW3UL7i4MoT30p	149900	F	s nag quickly slyly silent deposits. fina
52373.50	2	5800676	Customer#000149804	MnvjcwnmjiLRO	149804	F	ly express pinto beans. regular accounts wake. carefully final depths affix furiously. ca
63780.94	4	5806533	Customer#000149932	udcIc3ozxK2q,gkwEbWUK2YK Kco	149932	F	otes against the furiously pending dolphins boost slyly furiously special deposits.
21594.58	3	5812929	Customer#000149941	xVa4gMdbeSSHbzGhNJl kifM6NcgAHlO91	149941	F	en theodolites above the blithely fluffy es
